연대,단어,품사,언어,빈도수
1970s,싸하다,ko_adj,ko,1
1970s,쓰라리다,ko_adj,ko,3
1970s,넘치다,ko_adj,ko,7
1970s,안녕하다,ko_adj,ko,1
1970s,서럽다,ko_adj,ko,5
1970s,짧다,ko_adj,ko,2
1970s,뜨겁다,ko_adj,ko,14
1970s,아프다,ko_adj,ko,12
1970s,나란하다,ko_adj,ko,2
1970s,진하다,ko_adj,ko,1
1970s,미워하다,ko_adj,ko,8
1970s,붉다,ko_adj,ko,5
1970s,희다,ko_adj,ko,5
1970s,허무하다,ko_adj,ko,6
1970s,수줍다,ko_adj,ko,3
1970s,무섭다,ko_adj,ko,1
1970s,아름답다,ko_adj,ko,10
1970s,어지럽다,ko_adj,ko,1
1970s,속절없다,ko_adj,ko,2
1970s,드넓다,ko_adj,ko,1
1970s,저리다,ko_adj,ko,1
1970s,새롭다,ko_adj,ko,1
1970s,싱겁다,ko_adj,ko,2
1970s,미치다,ko_adj,ko,3
1970s,괴롭다,ko_adj,ko,9
1970s,고달프다,ko_adj,ko,2
1970s,약하다,ko_adj,ko,4
1970s,덥다,ko_adj,ko,11
1970s,구수하다,ko_adj,ko,1
1970s,점잖다,ko_adj,ko,1
1970s,높다,ko_adj,ko,3
1970s,험하다,ko_adj,ko,2
1970s,아쉽다,ko_adj,ko,2
1970s,새까맣다,ko_adj,ko,2
1970s,거만하다,ko_adj,ko,2
1970s,반하다,ko_adj,ko,2
1970s,좋아하다,ko_adj,ko,5
1970s,싫어지다,ko_adj,ko,2
1970s,어떡하다,ko_adj,ko,4
1970s,밉다,ko_adj,ko,2
1970s,이다,ko_adj,ko,2
1970s,어렵다,ko_adj,ko,2
1970s,막연하다,ko_adj,ko,2
1970s,무정하다,ko_adj,ko,6
1970s,명랑하다,ko_adj,ko,1
1970s,이쁘다,ko_adj,ko,1
1970s,귀엽다,ko_adj,ko,2
1970s,자욱하다,ko_adj,ko,1
1970s,낮다,ko_adj,ko,2
1970s,안되다,ko_adj,ko,4
1970s,낯설다,ko_adj,ko,2
1970s,상냥하다,ko_adj,ko,2
1970s,복스럽다,ko_adj,ko,1
1970s,어여쁘다,ko_adj,ko,1
1970s,성공하다,ko_adj,ko,1
1970s,간지럽다,ko_adj,ko,1
1970s,쑥스럽다,ko_adj,ko,1
1970s,신나다,ko_adj,ko,3
1970s,용감하다,ko_adj,ko,3
1970s,설레다,ko_adj,ko,4
1970s,조용하다,ko_adj,ko,6
1970s,까맣다,ko_adj,ko,1
1970s,서글프다,ko_adj,ko,3
1970s,새침하다,ko_adj,ko,3
1970s,하얗다,ko_adj,ko,9
1970s,얄밉다,ko_adj,ko,2
1970s,쌀쌀하다,ko_adj,ko,1
1970s,따스하다,ko_adj,ko,5
1970s,푸르다,ko_adj,ko,1
1970s,진실하다,ko_adj,ko,1
1970s,태연하다,ko_adj,ko,1
1970s,흔하다,ko_adj,ko,1
1970s,포근하다,ko_adj,ko,2
1970s,저렇다,ko_adj,ko,1
1970s,향기롭다,ko_adj,ko,3
1970s,초조하다,ko_adj,ko,1
1970s,가엾다,ko_adj,ko,1
1970s,성하다,ko_adj,ko,1
1970s,시름없다,ko_adj,ko,1
1970s,반갑다,ko_adj,ko,2
1970s,둥글다,ko_adj,ko,2
1970s,앙상하다,ko_adj,ko,4
1970s,급하다,ko_adj,ko,1
1970s,불타다,ko_adj,ko,3
1970s,조그맣다,ko_adj,ko,1
1970s,어리석다,ko_adj,ko,1
1970s,캄캄하다,ko_adj,ko,1
1970s,light,en_nouns,en,1
1970s,night,en_nouns,en,1
1970s,window,en_nouns,en,1
1970s,flickering,en_nouns,en,1
1970s,shadow,en_nouns,en,1
1970s,love,en_nouns,en,1
1970s,blind,en_nouns,en,1
1970s,woman,en_nouns,en,1
1970s,mind,en_nouns,en,1
1970s,delilah,en_nouns,en,2
1970s,girl,en_nouns,en,1
1970s,slave,en_nouns,en,1
1970s,man,en_nouns,en,1
1970s,couldnt,en_nouns,en,1
1970s,cho,en_nouns,en,1
1970s,good,en_adj,en,1
1980s,하루,ko_nouns,ko,2
1980s,거리,ko_nouns,ko,25
1980s,사람,ko_nouns,ko,84
1980s,물결,ko_nouns,ko,8
1980s,하늘,ko_nouns,ko,26
1980s,별,ko_nouns,ko,19
1980s,가로등,ko_nouns,ko,4
1980s,꽃,ko_nouns,ko,90
1980s,피,ko_nouns,ko,15
1980s,허공,ko_nouns,ko,4
1980s,바람,ko_nouns,ko,18
1980s,차고,ko_nouns,ko,2
1980s,마음,ko_nouns,ko,114
1980s,애드베룬,ko_nouns,ko,2
1980s,발길,ko_nouns,ko,8
1980s,인사,ko_nouns,ko,2
1980s,내일,ko_nouns,ko,7
1980s,다시,ko_nouns,ko,35
1980s,조기,ko_nouns,ko,1
1980s,담뿍,ko_nouns,ko,1
1980s,폭,ko_nouns,ko,2
1980s,배,ko_nouns,ko,4
1980s,수평선,ko_nouns,ko,6
1980s,이름,ko_nouns,ko,21
1980s,갈매기,ko_nouns,ko,3
1980s,눈물,ko_nouns,ko,45
1980s,연평도,ko_nouns,ko,2
1980s,태풍,ko_nouns,ko,1
1980s,사라,ko_nouns,ko,1
1980s,호,ko_nouns,ko,1
1980s,황천,ko_nouns,ko,1
1980s,얼굴,ko_nouns,ko,27
1980s,보리,ko_nouns,ko,3
1980s,해저,ko_nouns,ko,1
1980s,문,ko_nouns,ko,1
1980s,사장,ko_nouns,ko,10
1980s,모습,ko_nouns,ko,12
1980s,등대,ko_nouns,ko,1
1980s,불만,ko_nouns,ko,1
1980s,깜박,ko_nouns,ko,1
1980s,절,ko_nouns,ko,8
1980s,임,ko_nouns,ko,8
1980s,사랑,ko_nouns,ko,223
1980s,참고,ko_nouns,ko,1
1980s,애,ko_nouns,ko,11
1980s,가슴,ko_nouns,ko,74
1980s,잘못,ko_nouns,ko,5
1980s,처럼,ko_nouns,ko,2
1980s,밤,ko_nouns,ko,52
1980s,꿈,ko_nouns,ko,36
1980s,다정,ko_nouns,ko,1
1980s,가슴속,ko_nouns,ko,10
1980s,간직,ko_nouns,ko,4
1980s,못난이,ko_nouns,ko,1
1980s,헤일,ko_nouns,ko,1
1980s,아픔,ko_nouns,ko,1
1980s,동백아가씨,ko_nouns,ko,2
1980s,그리움,ko_nouns,ko,17
1980s,꽃잎,ko_nouns,ko,14
1980s,멍,ko_nouns,ko,3
1980s,동백꽃,ko_nouns,ko,4
1980s,잎,ko_nouns,ko,14
1980s,사연,ko_nouns,ko,10
1980s,안고,ko_nouns,ko,7
1980s,오늘,ko_nouns,ko,11
1980s,가신,ko_nouns,ko,2
1980s,자리,ko_nouns,ko,2
1980s,둘이서,ko_nouns,ko,3
1980s,순간,ko_nouns,ko,6
1980s,달빛,ko_nouns,ko,2
1980s,채,ko_nouns,ko,3
1980s,비,ko_nouns,ko,14
1980s,두고두고,ko_nouns,ko,1
1980s,다한,ko_nouns,ko,5
1980s,가오리,ko_nouns,ko,1
1980s,달래,ko_nouns,ko,4
1980s,가오,ko_nouns,ko,1
1980s,항구,ko_nouns,ko,9
1980s,번지,ko_nouns,ko,4
1980s,부기우기,ko_nouns,ko,10
1980s,그라스,ko_nouns,ko,2
1980s,아가씨,ko_nouns,ko,39
1980s,고동,ko_nouns,ko,2
1980s,울면,ko_nouns,ko,2
1980s,이별,ko_nouns,ko,4
1980s,달이,ko_nouns,ko,7
1980s,기전,ko_nouns,ko,7
1980s,이슬,ko_nouns,ko,8
1980s,마도,ko_nouns,ko,11
1980s,로스,ko_nouns,ko,11
1980s,인심,ko_nouns,ko,2
1980s,므나,ko_nouns,ko,1
1980s,가야,ko_nouns,ko,4
1980s,정열,ko_nouns,ko,4
1980s,한숨,ko_nouns,ko,4
1980s,뒷골목,ko_nouns,ko,1
1980s,누비,ko_nouns,ko,1
1980s,단,ko_nouns,ko,3
1980s,목숨,ko_nouns,ko,3
1980s,자식,ko_nouns,ko,3
1980s,욕,ko_nouns,ko,3
1980s,그대,ko_nouns,ko,52
1980s,태양,ko_nouns,ko,5
1980s,우러러,ko_nouns,ko,1
1980s,사나이,ko_nouns,ko,14
1980s,외,ko_nouns,ko,5
1980s,하늘만,ko_nouns,ko,1
1980s,맨발,ko_nouns,ko,1
1980s,한길,ko_nouns,ko,1
1980s,상처,ko_nouns,ko,7
1980s,홀로,ko_nouns,ko,19
1980s,생전,ko_nouns,ko,2
1980s,처음,ko_nouns,ko,3
1980s,순정,ko_nouns,ko,14
1980s,천국,ko_nouns,ko,3
1980s,옆,ko_nouns,ko,2
1980s,피어,ko_nouns,ko,4
1980s,나리,ko_nouns,ko,7
1980s,고요한,ko_nouns,ko,4
1980s,밤하늘,ko_nouns,ko,4
1980s,파도,ko_nouns,ko,11
1980s,소리,ko_nouns,ko,29
1980s,물새,ko_nouns,ko,4
1980s,울음소리,ko_nouns,ko,2
1980s,슬픔,ko_nouns,ko,8
1980s,주네,ko_nouns,ko,2
1980s,밀짚모자,ko_nouns,ko,1
1980s,포플,ko_nouns,ko,1
1980s,그늘,ko_nouns,ko,3
1980s,떼,ko_nouns,ko,3
1980s,목장,ko_nouns,ko,3
1980s,연분홍,ko_nouns,ko,3
1980s,빛,ko_nouns,ko,4
1980s,입술,ko_nouns,ko,5
1980s,웃음,ko_nouns,ko,6
1980s,푸른,ko_nouns,ko,11
1980s,라라라,ko_nouns,ko,2
1980s,라라라라,ko_nouns,ko,6
1980s,음음음음,ko_nouns,ko,1
1980s,눈,ko_nouns,ko,23
1980s,감고,ko_nouns,ko,3
1980s,허황,ko_nouns,ko,2
1980s,빗속,ko_nouns,ko,2
1980s,여인,ko_nouns,ko,16
1980s,지금,ko_nouns,ko,13
1980s,어데,ko_nouns,ko,8
1980s,레인코트,ko_nouns,ko,1
1980s,눈동자,ko_nouns,ko,10
1980s,미소,ko_nouns,ko,5
1980s,며,ko_nouns,ko,2
1980s,우산,ko_nouns,ko,3
1980s,빗방울,ko_nouns,ko,2
1980s,빗,ko_nouns,ko,3
1980s,솔솔,ko_nouns,ko,2
1980s,솔,ko_nouns,ko,2
1980s,오솔길,ko_nouns,ko,1
1980s,구두,ko_nouns,ko,7
1980s,똑똑,ko_nouns,ko,2
1980s,똑,ko_nouns,ko,2
1980s,가시,ko_nouns,ko,3
1980s,한번,ko_nouns,ko,17
1980s,뒤,ko_nouns,ko,5
1980s,볼,ko_nouns,ko,3
1980s,발걸음,ko_nouns,ko,1
1980s,밤밤,ko_nouns,ko,1
1980s,밤길,ko_nouns,ko,3
1980s,종소리,ko_nouns,ko,1
1980s,소쩍새,ko_nouns,ko,1
1980s,고간,ko_nouns,ko,2
1980s,나비,ko_nouns,ko,2
1980s,두꺼비,ko_nouns,ko,1
1980s,잠,ko_nouns,ko,4
1980s,하품,ko_nouns,ko,1
1980s,집,ko_nouns,ko,6
1980s,고양,ko_nouns,ko,1
1980s,아랫목,ko_nouns,ko,1
1980s,차지,ko_nouns,ko,2
1980s,겨울,ko_nouns,ko,8
1980s,봄,ko_nouns,ko,8
1980s,나들이,ko_nouns,ko,1
1980s,핑계,ko_nouns,ko,2
1980s,나물,ko_nouns,ko,1
1980s,간다,ko_nouns,ko,5
1980s,거울,ko_nouns,ko,2
1980s,한나절,ko_nouns,ko,2
1980s,간,ko_nouns,ko,10
1980s,주,ko_nouns,ko,6
1980s,중,ko_nouns,ko,10
1980s,쓰름,ko_nouns,ko,2
1980s,쓰르라미,ko_nouns,ko,1
1980s,개구리,ko_nouns,ko,1
1980s,합창,ko_nouns,ko,1
1980s,멋쟁이,ko_nouns,ko,5
1980s,제비,ko_nouns,ko,1
1980s,도망,ko_nouns,ko,1
1980s,송아진,ko_nouns,ko,1
1980s,낮잠,ko_nouns,ko,1
1980s,여름,ko_nouns,ko,6
1980s,동네,ko_nouns,ko,2
1980s,총각,ko_nouns,ko,11
1980s,밭갈이,ko_nouns,ko,3
1980s,장기,ko_nouns,ko,1
1980s,가을,ko_nouns,ko,15
1980s,물방아,ko_nouns,ko,2
1980s,돌리지,ko_nouns,ko,3
1980s,순이,ko_nouns,ko,1
1980s,잔칫날,ko_nouns,ko,1
1980s,닥,ko_nouns,ko,1
1980s,떡방아,ko_nouns,ko,1
1980s,물바,ko_nouns,ko,1
1980s,지붕,ko_nouns,ko,1
1980s,새,ko_nouns,ko,20
1980s,방아,ko_nouns,ko,1
1980s,맥,ko_nouns,ko,1
1980s,마을,ko_nouns,ko,6
1980s,무역,ko_nouns,ko,1
1980s,선,ko_nouns,ko,6
1980s,고가,ko_nouns,ko,3
1980s,부산,ko_nouns,ko,4
1980s,부두,ko_nouns,ko,4
1980s,죄,ko_nouns,ko,2
1980s,야속트,ko_nouns,ko,1
1980s,기적,ko_nouns,ko,2
1980s,울,ko_nouns,ko,13
1980s,뱃머리,ko_nouns,ko,3
1980s,아메리카,ko_nouns,ko,2
1980s,술,ko_nouns,ko,3
1980s,취한,ko_nouns,ko,1
1980s,무정트,ko_nouns,ko,1
1980s,깃발,ko_nouns,ko,1
1980s,테프,ko_nouns,ko,1
1980s,곳,ko_nouns,ko,11
1980s,벗,ko_nouns,ko,2
1980s,사려,ko_nouns,ko,1
1980s,미련,ko_nouns,ko,13
1980s,때문,ko_nouns,ko,7
1980s,몸부림,ko_nouns,ko,4
1980s,치,ko_nouns,ko,1
1980s,님,ko_nouns,ko,36
1980s,목,ko_nouns,ko,8
1980s,궂은비,ko_nouns,ko,4
1980s,염,ko_nouns,ko,1
1980s,영등포,ko_nouns,ko,5
1980s,불길,ko_nouns,ko,3
1980s,적막,ko_nouns,ko,1
1980s,추억,ko_nouns,ko,13
1980s,불빛,ko_nouns,ko,3
1980s,하룻밤,ko_nouns,ko,1
1980s,뱃길,ko_nouns,ko,3
1980s,오건,ko_nouns,ko,1
1980s,이국,ko_nouns,ko,3
1980s,땅,ko_nouns,ko,4
1980s,서러움,ko_nouns,ko,2
1980s,현해탄,ko_nouns,ko,2
1980s,달,ko_nouns,ko,12
1980s,문틈,ko_nouns,ko,1
1980s,어머님,ko_nouns,ko,6
1980s,수륙,ko_nouns,ko,2
1980s,만리,ko_nouns,ko,5
1980s,고국,ko_nouns,ko,1
1980s,이건,ko_nouns,ko,1
1980s,머리,ko_nouns,ko,2
1980s,항,ko_nouns,ko,1
1980s,누가,ko_nouns,ko,15
1980s,멀리,ko_nouns,ko,12
1980s,연기,ko_nouns,ko,1
1980s,벌판,ko_nouns,ko,4
1980s,지평선,ko_nouns,ko,4
1980s,노을,ko_nouns,ko,3
1980s,목동,ko_nouns,ko,2
1980s,그림,ko_nouns,ko,2
1980s,움,ko_nouns,ko,4
1980s,뭉,ko_nouns,ko,1
1980s,구름,ko_nouns,ko,13
1980s,저편,ko_nouns,ko,1
1980s,산,ko_nouns,ko,10
1980s,기러기,ko_nouns,ko,6
1980s,언덕길,ko_nouns,ko,1
1980s,초생달,ko_nouns,ko,1
1980s,뿌리,ko_nouns,ko,3
1980s,피리,ko_nouns,ko,2
1980s,노래,ko_nouns,ko,16
1980s,메아리,ko_nouns,ko,4
1980s,뭉게,ko_nouns,ko,1
1980s,편,ko_nouns,ko,1
1980s,내뿜는,ko_nouns,ko,1
1980s,담배,ko_nouns,ko,1
1980s,진고,ko_nouns,ko,2
1980s,신사,ko_nouns,ko,6
1980s,헝크,ko_nouns,ko,1
1980s,러진,ko_nouns,ko,1
1980s,푸르른,ko_nouns,ko,1
1980s,파이프,ko_nouns,ko,1
1980s,실,ko_nouns,ko,1
1980s,첫사랑,ko_nouns,ko,5
1980s,배귀,ko_nouns,ko,1
1980s,정,ko_nouns,ko,8
1980s,깨스등,ko_nouns,ko,1
1980s,기름,ko_nouns,ko,1
1980s,옷,ko_nouns,ko,2
1980s,소녀,ko_nouns,ko,7
1980s,앞,ko_nouns,ko,6
1980s,어제,ko_nouns,ko,4
1980s,요,ko_nouns,ko,10
1980s,꽃송이,ko_nouns,ko,3
1980s,곱,ko_nouns,ko,8
1980s,엄마,ko_nouns,ko,2
1980s,샘,ko_nouns,ko,1
1980s,쌍쌍이,ko_nouns,ko,1
1980s,그림자,ko_nouns,ko,12
1980s,짝,ko_nouns,ko,6
1980s,몸매,ko_nouns,ko,1
1980s,마음씨,ko_nouns,ko,3
1980s,덩이,ko_nouns,ko,1
1980s,세상,ko_nouns,ko,11
1980s,끝,ko_nouns,ko,1
1980s,강가,ko_nouns,ko,1
1980s,맹세,ko_nouns,ko,11
1980s,품,ko_nouns,ko,4
1980s,바람결,ko_nouns,ko,1
1980s,갈대,ko_nouns,ko,5
1980s,영원,ko_nouns,ko,6
1980s,변치,ko_nouns,ko,4
1980s,생각,ko_nouns,ko,22
1980s,산너머,ko_nouns,ko,3
1980s,남촌,ko_nouns,ko,6
1980s,살길,ko_nouns,ko,3
1980s,봄바람,ko_nouns,ko,2
1980s,남,ko_nouns,ko,5
1980s,사월,ko_nouns,ko,4
1980s,진달래,ko_nouns,ko,2
1980s,향기,ko_nouns,ko,5
1980s,밀,ko_nouns,ko,2
1980s,오월,ko_nouns,ko,4
1980s,음새,ko_nouns,ko,2
1980s,오리,ko_nouns,ko,4
1980s,남풍,ko_nouns,ko,3
1980s,불,ko_nouns,ko,9
1980s,빛깔,ko_nouns,ko,1
1980s,금잔디,ko_nouns,ko,1
1980s,벌,ko_nouns,ko,2
1980s,호랑나비,ko_nouns,ko,1
1980s,버들,ko_nouns,ko,1
1980s,밭,ko_nouns,ko,4
1980s,실개천,ko_nouns,ko,1
1980s,종달새,ko_nouns,ko,1
1980s,실어,ko_nouns,ko,3
1980s,부모,ko_nouns,ko,4
1980s,아들,ko_nouns,ko,2
1980s,딸,ko_nouns,ko,2
1980s,박,ko_nouns,ko,1
1980s,영감,ko_nouns,ko,2
1980s,노랭,ko_nouns,ko,1
1980s,청춘,ko_nouns,ko,9
1980s,원더,ko_nouns,ko,4
1980s,아빠,ko_nouns,ko,4
1980s,브라보,ko_nouns,ko,4
1980s,인생,ko_nouns,ko,10
1980s,구경,ko_nouns,ko,7
1980s,서울,ko_nouns,ko,18
1980s,돈,ko_nouns,ko,10
1980s,제일,ko_nouns,ko,5
1980s,산통,ko_nouns,ko,1
1980s,며느리,ko_nouns,ko,1
1980s,황소,ko_nouns,ko,1
1980s,고집,ko_nouns,ko,1
1980s,코,ko_nouns,ko,4
1980s,남쪽,ko_nouns,ko,1
1980s,나라,ko_nouns,ko,2
1980s,월남,ko_nouns,ko,1
1980s,달밤,ko_nouns,ko,1
1980s,십자,ko_nouns,ko,1
1980s,별빛,ko_nouns,ko,6
1980s,하모니카,ko_nouns,ko,1
1980s,아리랑,ko_nouns,ko,1
1980s,멜로디,ko_nouns,ko,4
1980s,향수,ko_nouns,ko,1
1980s,열대어,ko_nouns,ko,1
1980s,사이공,ko_nouns,ko,1
1980s,산호,ko_nouns,ko,1
1980s,아롱다롱,ko_nouns,ko,2
1980s,모래,ko_nouns,ko,3
1980s,이면,ko_nouns,ko,4
1980s,카누,ko_nouns,ko,1
1980s,고향,ko_nouns,ko,10
1980s,산천,ko_nouns,ko,1
1980s,강,ko_nouns,ko,7
1980s,건너,ko_nouns,ko,10
1980s,남도,ko_nouns,ko,1
1980s,천리,ko_nouns,ko,11
1980s,그린,ko_nouns,ko,1
1980s,철,ko_nouns,ko,2
1980s,손,ko_nouns,ko,10
1980s,자장,ko_nouns,ko,4
1980s,아가,ko_nouns,ko,2
1980s,길이,ko_nouns,ko,10
1980s,운명,ko_nouns,ko,4
1980s,업힌,ko_nouns,ko,1
1980s,파란,ko_nouns,ko,5
1980s,흰구름,ko_nouns,ko,3
1980s,조개잡이,ko_nouns,ko,3
1980s,처녀,ko_nouns,ko,10
1980s,콧노래,ko_nouns,ko,2
1980s,발,ko_nouns,ko,3
1980s,부,ko_nouns,ko,3
1980s,심심,ko_nouns,ko,1
1980s,산골,ko_nouns,ko,3
1980s,날개,ko_nouns,ko,2
1980s,물건,ko_nouns,ko,1
1980s,정녕,ko_nouns,ko,1
1980s,라면,ko_nouns,ko,5
1980s,받드,ko_nouns,ko,1
1980s,해도,ko_nouns,ko,9
1980s,무지개,ko_nouns,ko,3
1980s,밑,ko_nouns,ko,3
1980s,행복,ko_nouns,ko,4
1980s,샘터,ko_nouns,ko,1
1980s,서로,ko_nouns,ko,12
1980s,잡고,ko_nouns,ko,5
1980s,마즈,ko_nouns,ko,1
1980s,막,ko_nouns,ko,1
1980s,석양,ko_nouns,ko,1
1980s,해풍,ko_nouns,ko,1
1980s,비바람,ko_nouns,ko,2
1980s,아아,ko_nouns,ko,12
1980s,황포,ko_nouns,ko,2
1980s,돛대,ko_nouns,ko,2
1980s,순풍,ko_nouns,ko,1
1980s,돛,ko_nouns,ko,1
1980s,황혼,ko_nouns,ko,3
1980s,사공,ko_nouns,ko,2
1980s,산아,ko_nouns,ko,2
1980s,옛날,ko_nouns,ko,8
1980s,고향이,ko_nouns,ko,3
1980s,물이,ko_nouns,ko,1
1980s,마르고,ko_nouns,ko,1
1980s,문전,ko_nouns,ko,2
1980s,옥답,ko_nouns,ko,1
1980s,잡초,ko_nouns,ko,1
1980s,바다,ko_nouns,ko,2
1980s,어부,ko_nouns,ko,1
1980s,래일,ko_nouns,ko,1
1980s,세,ko_nouns,ko,2
1980s,까닭,ko_nouns,ko,2
1980s,철새,ko_nouns,ko,3
1980s,낙엽,ko_nouns,ko,23
1980s,흐,ko_nouns,ko,2
1980s,살,ko_nouns,ko,44
1980s,끼리,ko_nouns,ko,4
1980s,정답,ko_nouns,ko,9
1980s,충무로,ko_nouns,ko,2
1980s,명동,ko_nouns,ko,2
1980s,애드벨룬,ko_nouns,ko,2
1980s,둥실,ko_nouns,ko,3
1980s,부풀,ko_nouns,ko,5
1980s,오후,ko_nouns,ko,2
1980s,남산,ko_nouns,ko,4
1980s,새장,ko_nouns,ko,1
1980s,카나리아,ko_nouns,ko,1
1980s,비리비리,ko_nouns,ko,2
1980s,배배,ko_nouns,ko,2
1980s,남성,ko_nouns,ko,2
1980s,금지,ko_nouns,ko,2
1980s,구역,ko_nouns,ko,2
1980s,가시나이,ko_nouns,ko,2
1980s,녜,ko_nouns,ko,2
1980s,바지,ko_nouns,ko,2
1980s,쉬,ko_nouns,ko,1
1980s,대요,ko_nouns,ko,1
1980s,기숙사,ko_nouns,ko,1
1980s,코스모스,ko_nouns,ko,4
1980s,피고,ko_nouns,ko,7
1980s,지고,ko_nouns,ko,10
1980s,울타리,ko_nouns,ko,1
1980s,너머,ko_nouns,ko,2
1980s,공부,ko_nouns,ko,1
1980s,시험,ko_nouns,ko,1
1980s,졸업,ko_nouns,ko,1
1980s,무얼,ko_nouns,ko,1
1980s,외출,ko_nouns,ko,2
1980s,어쩌면,ko_nouns,ko,4
1980s,이슬비,ko_nouns,ko,3
1980s,외로움,ko_nouns,ko,9
1980s,고독,ko_nouns,ko,2
1980s,덕수궁,ko_nouns,ko,2
1980s,돌담,ko_nouns,ko,2
1980s,장길,ko_nouns,ko,2
1980s,거니,ko_nouns,ko,4
1980s,밤비,ko_nouns,ko,7
1980s,울릉도,ko_nouns,ko,7
1980s,소식,ko_nouns,ko,3
1980s,부모님,ko_nouns,ko,1
1980s,모친,ko_nouns,ko,1
1980s,미움,ko_nouns,ko,4
1980s,원한,ko_nouns,ko,1
1980s,맺힌,ko_nouns,ko,7
1980s,어도,ko_nouns,ko,1
1980s,음,ko_nouns,ko,4
1980s,건만,ko_nouns,ko,1
1980s,임의,ko_nouns,ko,3
1980s,기어이,ko_nouns,ko,2
1980s,울음,ko_nouns,ko,9
1980s,안녕,ko_nouns,ko,18
1980s,비둘기,ko_nouns,ko,3
1980s,구구,ko_nouns,ko,1
1980s,깊이,ko_nouns,ko,6
1980s,날밤,ko_nouns,ko,1
1980s,글라스,ko_nouns,ko,1
1980s,여자,ko_nouns,ko,28
1980s,애원,ko_nouns,ko,1
1980s,소냐,ko_nouns,ko,1
1980s,헤메,ko_nouns,ko,1
1980s,재,ko_nouns,ko,2
1980s,불나비,ko_nouns,ko,2
1980s,도,ko_nouns,ko,1
1980s,세월,ko_nouns,ko,11
1980s,전,ko_nouns,ko,4
1980s,옵,ko_nouns,ko,8
1980s,서예,ko_nouns,ko,8
1980s,두운,ko_nouns,ko,3
1980s,눈비,ko_nouns,ko,2
1980s,오거,ko_nouns,ko,2
1980s,보,ko_nouns,ko,4
1980s,아카시아,ko_nouns,ko,6
1980s,다시피,ko_nouns,ko,1
1980s,옛사랑,ko_nouns,ko,3
1980s,괴로움,ko_nouns,ko,1
1980s,아내,ko_nouns,ko,1
1980s,첫,ko_nouns,ko,3
1980s,고양이,ko_nouns,ko,1
1980s,잔,ko_nouns,ko,1
1980s,주름,ko_nouns,ko,1
1980s,호랑이,ko_nouns,ko,1
1980s,남자,ko_nouns,ko,4
1980s,휘,ko_nouns,ko,2
1980s,소릴,ko_nouns,ko,2
1980s,보지,ko_nouns,ko,3
1980s,공처,ko_nouns,ko,3
1980s,사노라면,ko_nouns,ko,1
1980s,짜증,ko_nouns,ko,1
1980s,마누라,ko_nouns,ko,1
1980s,극성,ko_nouns,ko,1
1980s,기,ko_nouns,ko,1
1980s,눈치,ko_nouns,ko,1
1980s,밥,ko_nouns,ko,1
1980s,연락선,ko_nouns,ko,3
1980s,타고,ko_nouns,ko,5
1980s,가면,ko_nouns,ko,13
1980s,이나,ko_nouns,ko,2
1980s,트위스트,ko_nouns,ko,6
1980s,동백,ko_nouns,ko,1
1980s,호박엿,ko_nouns,ko,1
1980s,오징어,ko_nouns,ko,2
1980s,풍년,ko_nouns,ko,2
1980s,육지,ko_nouns,ko,1
1980s,손님,ko_nouns,ko,1
1980s,어서,ko_nouns,ko,11
1980s,형편,ko_nouns,ko,1
1980s,비틀비틀,ko_nouns,ko,1
1980s,요게바,ko_nouns,ko,1
1980s,평생,ko_nouns,ko,1
1980s,다가,ko_nouns,ko,1
1980s,도록,ko_nouns,ko,2
1980s,기차,ko_nouns,ko,2
1980s,비행기,ko_nouns,ko,1
1980s,실컷,ko_nouns,ko,1
1980s,싱글벙글,ko_nouns,ko,1
1980s,생글생글,ko_nouns,ko,1
1980s,마님,ko_nouns,ko,1
1980s,대풍,ko_nouns,ko,1
1980s,온,ko_nouns,ko,3
1980s,종점,ko_nouns,ko,6
1980s,땐,ko_nouns,ko,2
1980s,한평생,ko_nouns,ko,1
1980s,어드메,ko_nouns,ko,1
1980s,계시,ko_nouns,ko,1
1980s,먼지,ko_nouns,ko,1
1980s,대답,ko_nouns,ko,7
1980s,남매,ko_nouns,ko,1
1980s,뼈,ko_nouns,ko,1
1980s,오빠,ko_nouns,ko,1
1980s,보아,ko_nouns,ko,1
1980s,뭄,ko_nouns,ko,1
1980s,부림,ko_nouns,ko,1
1980s,나그네,ko_nouns,ko,3
1980s,흐느끼,ko_nouns,ko,3
1980s,가도,ko_nouns,ko,4
1980s,방랑,ko_nouns,ko,1
1980s,충청도,ko_nouns,ko,1
1980s,아줌마,ko_nouns,ko,1
1980s,한사코,ko_nouns,ko,1
1980s,주안상,ko_nouns,ko,1
1980s,마주,ko_nouns,ko,2
1980s,설움,ko_nouns,ko,3
1980s,엮어,ko_nouns,ko,1
1980s,투술,ko_nouns,ko,1
1980s,사투리,ko_nouns,ko,2
1980s,구나,ko_nouns,ko,2
1980s,과거,ko_nouns,ko,5
1980s,희망,ko_nouns,ko,3
1980s,키다리,ko_nouns,ko,5
1980s,미스터,ko_nouns,ko,6
1980s,김,ko_nouns,ko,14
1980s,키,ko_nouns,ko,2
1980s,이예,ko_nouns,ko,1
1980s,매력,ko_nouns,ko,3
1980s,홀랑,ko_nouns,ko,1
1980s,반했어,ko_nouns,ko,1
1980s,털털,ko_nouns,ko,1
1980s,안경,ko_nouns,ko,1
1980s,말씀,ko_nouns,ko,1
1980s,안보,ko_nouns,ko,1
